Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Occupancy,Proposed Occupancy,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Last Permit Activity Date,Application Submission Method,ADU,Primary Address Flag,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Point Source,Record ID,data_as_of,data_loaded_at
201611152725,8,otc alterations permit,11/15/2016,0316,013,495,,Geary,St,,,"mezzanine - ti- remove 30"" wide door, modify (e) partition, install new 36"" wide door. remove portions (e) gyp board ceiling, patch/repairs required - all work in mechanical room. ref pa 2016-0809-4518. maher na",issued,11/30/2016 12:35:34 PM,11/15/2016 11:11:39 AM,11/30/2016 12:35:34 PM,,,,17,17,,,8000,8000,tourist hotel/motel,405,tourist hotel/motel,405,2,,"R-1,A-2,M","R-1,A-2,M",1,constr type 1,1,constr type 1,,11/30/2016 12:30:56 PM,in-house,N,Y,3,Tenderloin,94102,POINT (-122.4111 37.786705),eas_address_point,1444402276973,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201610180558,8,otc alterations permit,10/18/2016,0232,016,3,,Embarcadero Center,,,,"26th flr: fire sprinklers relocate 48 pendent, add 3 pendent. relocate 6 uprights add 1 plug 9 heads (58 total); ref 201606230659; maher na",issued,10/18/2016 12:08:09 PM,10/18/2016 09:39:34 AM,10/18/2016 12:08:09 PM,,,,30,30,,Y,30450,34161,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,10/18/2016 11:37:45 AM,in-house,N,Y,3,Financial District/South Beach,94111,POINT (-122.397296094 37.794947196),parcel_centroid,144128663349,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201612205377,8,otc alterations permit,12/20/2016,0325,031,333,,Ofarrell,St,,,"7,8,9,14,15,16,17,18,19 flr: fire alarm add 22 smoke detectors and 48 speakers ref 201604185028  maher na",complete,04/13/2017 09:37:51 AM,12/20/2016 07:56:59 AM,12/20/2016 08:31:21 AM,04/13/2017 09:37:51 AM,,,46,46,,Y,37900,38000,tourist hotel/motel,1907,tourist hotel/motel,1907,2,,"R-1,A-3","R-1,A-3",1,constr type 1,1,constr type 1,,12/20/2016 08:27:29 AM,in-house,N,Y,5,Tenderloin,94102,POINT (-122.410416 37.785645),eas_address_point,1447958374275,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201611041974,8,otc alterations permit,11/04/2016,0708,021,1489,,Webster,St,,,"install (1) omni-directional gps transmitter, (1) weather sensor & (1) equipment cabinet on (e) rooftop penthouse wall power tie-in (e) electrical panel. nextnev 3-911. maher na",filed,11/04/2016 10:57:50 AM,11/04/2016 10:57:50 AM,,,,,12,12,,,10000,0,apartments,156,apartments,156,2,,"R-2,M,B","R-2,M,B",1,constr type 1,1,constr type 1,,11/04/2016 11:01:17 AM,in-house,N,Y,5,Western Addition,94115,POINT (-122.43201 37.783894),eas_address_point,144331479983,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201612286009,8,otc alterations permit,12/28/2016,3923,006,1550,,Bryant,St,,,4th flr: ti- upgrade lights add additional outlets  maher na,complete,02/28/2017 01:38:06 PM,12/28/2016 09:56:17 AM,01/03/2017 02:32:42 PM,02/28/2017 01:38:06 PM,,,12,12,,,35000,35000,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,01/03/2017 02:30:14 PM,in-house,N,Y,9,Mission,94103,POINT (-122.41114 37.767563),eas_address_point,1448762168058,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201612074320,8,otc alterations permit,12/07/2016,3708,175,575,,Market,St,,,24th flr: fire alarm - add 1 speaker/strobe and 1 strobe. reference ti 2016.11.10.2469 maher na,complete,01/09/2017 10:23:10 AM,12/07/2016 07:33:59 AM,12/07/2016 08:35:37 AM,01/09/2017 10:23:10 AM,,,40,40,,Y,1040,1040,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,12/07/2016 08:33:31 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.40051 37.789696),eas_address_point,1446580507760,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201611031851,8,otc alterations permit,11/03/2016,1227,028,2065,,Oak,St,0,,to comply with nov 201642421 -seismic upgrade per arch plan. maher na,complete,01/18/2018 03:02:38 PM,11/03/2016 10:44:32 AM,11/03/2016 12:54:40 PM,01/18/2018 03:02:38 PM,,,3,3,,,50000,130000,apartments,18,apartments,18,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,11/03/2016 12:52:53 PM,in-house,N,Y,5,Haight Ashbury,94117,POINT (-122.45329 37.770824),eas_address_point,1443150410641,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201610311467,8,otc alterations permit,10/31/2016,0263,011,101,,California,St,,,15th ti-  mep ref 201610311463 maher na,issued,11/15/2016 11:40:15 AM,10/31/2016 08:08:38 AM,11/15/2016 11:40:15 AM,,,,48,48,,,100000,178000,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,11/15/2016 11:37:17 AM,in-house,N,Y,3,Financial District/South Beach,94111,POINT (-122.39803 37.79304),eas_address_point,144259566081,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201612286035,8,otc alterations permit,12/28/2016,0326,011,222,,Mason,St,0,,"selective demo & refinishing of walls, floors anbd ceiling & the removal of replacement of plumbning fixtures, light fixtures, outlets & casework in 3 suites. no change in occupancy, occipany loads or egress. noe ext work. fire/life safety under sep permit maher na",complete,01/04/2018 03:47:09 PM,12/28/2016 11:26:32 AM,02/15/2017 03:27:27 PM,01/04/2018 03:47:09 PM,,,25,25,,,138000,138000,tourist hotel/motel,529,tourist hotel/motel,529,2,,"R-1,A-2,B,S-2","R-1,A-2,B,S-2",1,constr type 1,1,constr type 1,,02/15/2017 03:03:54 PM,in-house,N,Y,5,Tenderloin,94102,POINT (-122.40927 37.785698),eas_address_point,1448788301556,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201610180618,8,otc alterations permit,10/18/2016,0436E,013,1744,,North Point,St,,,revision to 201606079348: remove rear deck and stairway on 2nd flr from scope of work maher na,complete,10/16/2017 03:03:29 PM,10/18/2016 02:22:24 PM,10/19/2016 03:07:17 PM,10/16/2017 03:03:29 PM,,,3,3,,,1,1,2 family dwelling,2,2 family dwelling,2,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,10/19/2016 02:51:51 PM,in-house,N,Y,2,Marina,94123,POINT (-122.436 37.804005),eas_address_point,144137670334,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201610240988,4,sign - erect,10/24/2016,3751,105,795,,Folsom,St,,,erect electric wall mounted single face sign  maher na,complete,03/13/2017 03:43:09 PM,10/24/2016 10:15:55 AM,10/28/2016 09:10:39 AM,03/13/2017 03:43:09 PM,,,6,,,,5000,5000,office,,,,2,,B,,1,constr type 1,,,,10/28/2016 09:03:08 AM,in-house,N,Y,6,South of Market,94107,POINT (-122.4006 37.782276),eas_address_point,1441913349317,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201610311466,8,otc alterations permit,10/31/2016,3774,067,501,,02nd,St,,,"3rd floor: ti to include demo of non load bearing partitions new non load bearing partitions, new ceilings and finishes. map/fie/life safety under sep permit maher na",complete,02/09/2018 08:07:17 AM,10/31/2016 08:01:37 AM,11/01/2016 10:14:36 AM,02/09/2018 08:07:17 AM,,,8,8,,,350000,350000,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,11/01/2016 10:13:18 AM,in-house,N,Y,6,Financial District/South Beach,94107,POINT (-122.3929 37.783173),eas_address_point,1442618167201,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201610271238,8,otc alterations permit,10/27/2016,3710,018,50,,Beale,St,,,12th 13th floors: restrooms - addition of 1 nac appliance on 12th. addition of 2 nac appliance on 13th  ref 201609228495 maher na,complete,11/18/2016 11:51:10 AM,10/27/2016 07:43:10 AM,10/27/2016 08:53:59 AM,11/18/2016 11:51:10 AM,,,24,24,,Y,3000,3000,office,0,office,0,2,,B,B,1,constr type 1,1,constr type 1,,10/27/2016 08:42:14 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.396454 37.791237),eas_address_point,1442270164587,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201612013935,8,otc alterations permit,12/01/2016,0233,044,4,,Embarcadero Center,,,,26th floor: fire alarm add 1 smoke detector and 10 speaker/strobes. ref 201609087034 maher na,complete,03/23/2018 08:52:08 AM,12/01/2016 12:33:15 PM,12/02/2016 08:41:06 AM,03/23/2018 08:52:08 AM,,,40,40,,Y,5710,5710,office,,office,,2,,"B,M,S-2","B,M,S-2",1,constr type 1,1,constr type 1,,12/02/2016 08:38:50 AM,in-house,N,Y,3,Financial District/South Beach,94111,POINT (-122.396064297 37.795030167),parcel_centroid,144603063351,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201612155078,8,otc alterations permit,12/15/2016,0256,001,655,,Stockton,St,0,,soft story retrofit of mulit unit aparment bld per sfbc soft story ord chapt 34b iebc 2012  maher na,complete,06/23/2017 01:56:54 PM,12/15/2016 12:06:17 PM,12/16/2016 10:24:04 AM,06/23/2017 01:56:54 PM,,,4,4,,,205000,205000,apartments,33,apartments,33,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,12/16/2016 10:13:59 AM,in-house,N,Y,3,Nob Hill,94108,POINT (-122.40781 37.792004),eas_address_point,1447570477653,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201701036379,8,otc alterations permit,01/03/2017,0232,016,3,,Embarcadero Center,,,,"6ht flr: fire alarm for th ""corridor"" remodel - add 7 smoke detectors, 6 speakers, 5 strobes and 7 door holders ref 201610190660  maher na",complete,03/22/2017 12:03:31 PM,01/03/2017 07:35:17 AM,01/03/2017 08:25:04 AM,03/22/2017 12:03:31 PM,,,31,31,,Y,13450,13450,office,0,office,0,2,,"B,M","B,M",1,constr type 1,1,constr type 1,,01/03/2017 08:21:58 AM,in-house,N,Y,3,Financial District/South Beach,94111,POINT (-122.397296094 37.794947196),parcel_centroid,144919963349,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201612306315,8,otc alterations permit,12/30/2016,3775,005,2,,South Park,,,,"barrier removal - elevator conversion, freight to passenger maher na",complete,01/08/2019 03:45:28 PM,12/30/2016 11:15:15 AM,08/11/2017 09:13:45 AM,01/08/2019 03:45:28 PM,,,3,3,,,250000,250000,office,,office,,2,,B,B,4,constr type 4,4,constr type 4,,08/11/2017 09:06:09 AM,in-house,N,Y,6,Financial District/South Beach,94107,POINT (-122.393234 37.782425),eas_address_point,1449118459683,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201611092370,8,otc alterations permit,11/09/2016,3558,035A,209,,Sanchez,St,,,commercial - soft story retrofit per sfbc chapter 34b engineering criteria 2012 iebc appendix a-4. maher na,issued,11/21/2016 03:14:26 PM,11/09/2016 02:54:11 PM,11/21/2016 03:14:26 PM,,,,4,4,,,20000,20000,retail sales,6,retail sales,6,2,,"R-2,M","R-2,M",5,wood frame (5),5,wood frame (5),,11/21/2016 03:02:18 PM,in-house,N,Y,8,Castro/Upper Market,94114,POINT (-122.43063 37.765602),eas_address_point,1443879158513,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201612285963,8,otc alterations permit,12/28/2016,3610,029,2415,,Mission,St,,,to comply with nov 201622292 remove stairs (e) to basement mexxas built drawings existing legasl conditions and removal temporary walls maher na,complete,10/18/2017 04:00:46 PM,12/28/2016 07:37:42 AM,01/04/2017 10:44:25 AM,10/18/2017 04:00:46 PM,,,2,2,,,3500,3500,retail sales,41,retail sales,41,2,,"R-1,M","R-1,M",5,wood frame (5),5,wood frame (5),,01/04/2017 10:29:34 AM,in-house,N,Y,9,Mission,94110,POINT (-122.41868 37.75844),eas_address_point,1448709369348,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201612215641,8,otc alterations permit,12/21/2016,3737,030,405,,Howard,St,0,,"fire alarm ti on 3rd fl. add 8 speaker strobes, 1 ceiling strobe. ref 2016-0610-9611.  maher ord 155-13 na",complete,04/13/2017 09:38:27 AM,12/21/2016 03:21:35 PM,12/23/2016 02:38:37 PM,04/13/2017 09:38:27 AM,,,10,10,,Y,5000,5000,office,0,office,0,2,,B,B,1,constr type 1,1,constr type 1,,12/23/2016 02:35:49 PM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.39538 37.78861),eas_address_point,1448290450880,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201611142540,8,otc alterations permit,11/14/2016,0240,020,550,,California,St,0,,as built for pa 2016-0607-9269. re-numbered heat pump id's. maher na,complete,11/15/2016 09:15:08 AM,11/14/2016 09:06:34 AM,11/14/2016 09:48:33 AM,11/15/2016 09:15:08 AM,,,14,14,,Y,1,1,office,0,office,0,2,,B,B,1,constr type 1,1,constr type 1,,11/14/2016 09:45:11 AM,in-house,N,Y,3,Financial District/South Beach,94104,POINT (-122.40366 37.793236),eas_address_point,1444122296598,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201612306297,8,otc alterations permit,12/30/2016,3710,017,350,,Mission,St,,,"revision to 201605036424. minor ti reconfiguration of conference room. new non bearing walls, ceiling, electrical fixtures . energy inspection, refer to pa#2015-07-29-2858. maher na",complete,09/10/2020 03:58:41 PM,12/30/2016 10:04:55 AM,01/10/2017 01:16:18 PM,09/10/2020 03:58:41 PM,,,30,30,,,21000,21000,office,,office,,2,,"B,M,S-2","B,M,S-2",1,constr type 1,1,constr type 1,,01/10/2017 01:11:55 PM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.39668 37.790886),eas_address_point,1449094164586,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201611162850,8,otc alterations permit,11/16/2016,3709,014,425,,Market,St,,,15th flr: mechanical and electrical work for ti - ref pa 201610200749  maher na,issued,12/05/2016 09:59:02 AM,11/16/2016 09:18:16 AM,12/05/2016 09:59:02 AM,,,,38,38,,,200000,400000,office,,office,,2,,"A-2,B,M","A-2,B,M",1,constr type 1,1,constr type 1,,12/05/2016 09:43:02 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.398125 37.791122),eas_address_point,1444557164577,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201612215611,8,otc alterations permit,12/21/2016,3780,004C,550,,07th,St,,,soft demo of interior non-structural walls along with removal of t-bar ceiling. remain vacancy under ab-017. maher na,issued,12/21/2016 03:11:30 PM,12/21/2016 02:03:26 PM,12/21/2016 03:11:30 PM,,,,1,1,,,60000,60000,"warehouse,no frnitur",0,"warehouse,no frnitur",0,2,,S-1,S-1,1,constr type 1,1,constr type 1,,12/21/2016 03:08:34 PM,in-house,N,Y,6,South of Market,94103,POINT (-122.404236 37.773403),eas_address_point,1448258167556,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201611021684,8,otc alterations permit,11/02/2016,3707,051,685,,Market,St,,,"fire sprinkler permit - relocate 37, add 3 and delete 11 pendent sprinklers. remocate 7 and add 1 upright sprinkler on the 2nd floor. ref pa 2016-0922-8498. maher na",complete,12/14/2016 08:45:33 AM,11/02/2016 08:06:11 AM,11/02/2016 11:24:16 AM,12/14/2016 08:45:33 AM,,,10,10,,Y,11000,11000,office,0,office,0,2,,B,B,1,constr type 1,1,constr type 1,,11/02/2016 11:09:28 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.402756 37.787647),eas_address_point,1442918164499,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201612074324,8,otc alterations permit,12/07/2016,0263,011,101,,California,St,,,"47nd flr: add 16 smoke det, 19 speaker/strobes, 4 strobes to (e) . replace 16 ion smoke det with photo smoke det, replace 3 ion duct det with photo duct det, 4 old strobes with new   maher na",complete,03/29/2017 10:00:23 AM,12/07/2016 07:48:46 AM,12/07/2016 08:49:07 AM,03/29/2017 10:00:23 AM,,,48,48,,Y,40000,40000,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,12/07/2016 08:43:24 AM,in-house,N,Y,3,Financial District/South Beach,94111,POINT (-122.39803 37.79304),eas_address_point,144658666081,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
202010076079,8,otc alterations permit,10/07/2020,3748,029,425,,Folsom,St,,,"to obtain final inspection for work approved under permit applications #201402118284, #201507171841 and #201602190005; all work is complete",complete,11/12/2020 03:05:01 PM,10/07/2020 10:12:38 AM,10/07/2020 03:21:12 PM,11/12/2020 03:05:01 PM,,,,1,,,,1,vacant lot,0,power plant,0,0,,NA,S-2,,,2,constr type 2,,10/07/2020 03:20:50 PM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.3938 37.787407),eas_address_point,1600906165798,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201611233507,3,additions alterations or repairs,11/23/2016,3789,858,88,A,Townsend,St,,,repairs to facade and cornice repairs to windows repairs to sidewalk refer to plans for details  maher na,complete,11/02/2018 07:49:24 AM,11/23/2016 03:04:04 PM,01/25/2018 12:37:17 PM,11/02/2018 07:49:24 AM,,,5,5,,,380000,380000,apartments,112,apartments,112,2,,"A-3,B,R-2","A-3,B,R-2",5,wood frame (5),5,wood frame (5),,01/25/2018 12:34:58 PM,in-house,N,Y,6,Financial District/South Beach,94107,POINT (-122.39053 37.78087),eas_address_point,1445450167841,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201610240987,4,sign - erect,10/24/2016,3751,105,795,,Folsom,St,,,erect electric wall mounted single face sign  maher na,complete,03/13/2017 03:42:11 PM,10/24/2016 10:13:27 AM,10/28/2016 09:11:12 AM,03/13/2017 03:42:11 PM,,,6,,,,5000,5000,office,,,,2,,B,,1,constr type 1,,,,10/28/2016 09:05:32 AM,in-house,N,Y,6,South of Market,94107,POINT (-122.4006 37.782276),eas_address_point,1441911349317,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201611142616,8,otc alterations permit,11/14/2016,0931,026,3166,,Baker,St,,,legalize home office (room) at rear of garage - 327 sq ft of garage converted to habitatble.  maher na,complete,04/14/2017 07:40:31 AM,11/14/2016 12:54:51 PM,11/15/2016 09:06:34 AM,04/14/2017 07:40:31 AM,,,3,3,,,20000,50000,1 family dwelling,1,1 family dwelling,1,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,11/15/2016 09:04:51 AM,in-house,N,Y,2,Marina,94123,POINT (-122.44608 37.800396),eas_address_point,144424084552,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201611162895,8,otc alterations permit,11/16/2016,3718,026,201,,Mission,St,,,"fire alarm ti - add 27 new speaker strobes, 1 ceiling strobe, 1 ceiling speaker, 2 duct detectors for fsd & 1 new relay for security interface. ref pa 2016-0825-6008. maher na",complete,01/11/2017 07:59:31 AM,11/16/2016 12:23:36 PM,11/16/2016 02:49:23 PM,01/11/2017 07:59:31 AM,,,30,30,,Y,16000,20000,office,0,office,0,2,,B,B,1,constr type 1,1,constr type 1,,11/16/2016 02:43:13 PM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.39477 37.791035),eas_address_point,1444620164647,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201611223297,8,otc alterations permit,11/22/2016,0207,032,600,,Montgomery,St,0,,fire sprinkler; relocate 6 pendent sprinklers on the 4th floor. ref pa 2016-1102-1709 maher na,complete,12/01/2016 10:58:28 AM,11/22/2016 07:59:26 AM,11/22/2016 08:59:21 AM,12/01/2016 10:58:28 AM,,,48,48,,Y,1200,1200,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,11/22/2016 08:51:41 AM,in-house,N,Y,3,Chinatown,94111,POINT (-122.40273 37.79516),eas_address_point,1445171296199,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201611031884,8,otc alterations permit,11/03/2016,0871,012,50,,Laguna,St,,,"unit #605 - 7th flr, remodel. relocate (e) kitchen.  convert (e) dining to bedroom. add w/d mahaer na",complete,04/06/2017 03:35:28 PM,11/03/2016 12:29:30 PM,11/16/2016 01:36:32 PM,04/06/2017 03:35:28 PM,,,7,7,,,35000,46000,apartments,63,apartments,63,2,,R-2,R-2,3,constr type 3,3,constr type 3,,11/16/2016 01:34:02 PM,in-house,N,Y,8,Hayes Valley,94102,POINT (-122.425026 37.7716),eas_address_point,1443191238028,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201610210921,8,otc alterations permit,10/21/2016,3709,019,50,,Fremont,St,,,"42nd floor data center, fire alarm ti - add 3 area smoke detector, 3 duct detectors for crac unit, 4 duct detector for fsds, 1 smoke for fsd & 6 new ceiling speaker strobes. ref pa 2016-0715-2542. maher na",complete,11/02/2016 02:34:07 PM,10/21/2016 12:44:49 PM,10/21/2016 02:00:35 PM,11/02/2016 02:34:07 PM,,,43,43,,Y,10800,10800,office,0,office,0,2,,"B,S-2","B,S-2",1,constr type 1,1,constr type 1,,10/21/2016 01:51:20 PM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.39736 37.790306),eas_address_point,1441829164581,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
202011189213,3,additions alterations or repairs,11/18/2020,6311,001,242,,Hahn,St,,,priority processing - solar hot water deferred submittal,complete,06/02/2022 08:37:14 AM,11/18/2020 02:49:08 PM,06/08/2021 04:06:52 PM,06/02/2022 08:37:14 AM,,,,5,,,330000,330000,vacant lot,,apartments,167,2,,NA,"R-2,S-2,A-3,B",,,1,constr type 1,,06/08/2021 03:43:52 PM,in-house,N,Y,10,Visitacion Valley,94134,POINT (-122.417561404 37.711494571),parcel_centroid,1604292511757,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201612296134,8,otc alterations permit,12/29/2016,3707,062,33,,New Montgomery,St,,,provide new branch circuiting and power to (e) panel. provide ca title 24 compliance forms maher na. reference:  pa # 201611162845,complete,04/04/2017 04:51:58 PM,12/29/2016 08:01:48 AM,02/15/2017 10:43:49 AM,04/04/2017 04:51:58 PM,,,20,20,,,10000,10000,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,02/15/2017 10:32:48 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.401405 37.788662),eas_address_point,1448891164504,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201612296197,8,otc alterations permit,12/29/2016,3729,015,1250,,Folsom,St,,,grd fl: voluntary upgrade and replace fire alarm control panel   maher na,issued,03/16/2017 03:38:03 PM,12/29/2016 12:18:28 PM,03/16/2017 03:38:03 PM,,,,3,3,,Y,1495,1495,office,1,office,1,2,,"B,R-3","B,R-3",3,constr type 3,3,constr type 3,,03/16/2017 03:28:06 PM,in-house,N,Y,6,South of Market,94103,POINT (-122.41109 37.774517),eas_address_point,1448985165172,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
